subclass,label,Acteur_Social_IEML,Code_IEML,Score_Similarite,Validation_Requise
Q15253558,militant ou militante,consultant,f.a.-s.a.-f.o.-',0.24,True
Q3332438,médecin spécialiste,médecin,n.a.-f.a.-f.o.-',0.75,False
Q42603,prêtre,ancêtre,t.a.-m.a.-f.o.-',0.52,False
Q3391743,artiste visuel ou artiste visuelle,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q17291399,membre d'équipe de cinéma,agent de,d.a.-l.a.-f.o.-',0.29,True
Q1028181,peintre,ancêtre,t.a.-m.a.-f.o.-',0.27,True
Q384593,policier ou policière,policier,n.a.-l.a.-f.o.-',0.93,False
Q25713832,dirigeant ou dirigeante,enfant,d.a.-m.a.-f.o.-',0.15,True
Q3332438,médecin spécialiste,médecin,n.a.-f.a.-f.o.-',0.75,False
Q160117,courtier,secouriste,f.a.-l.a.-f.o.-',0.25,True
Q1866686,plongeur,acteur,s.a.-b.a.-f.o.-',0.17,True
Q202648,arbitre sportif ou arbitre sportive,transporteur,b.a.-l.a.-f.o.-',0.35,True
Q38088701,officiel d'un match de football,officier,l.a.-k.a.-f.o.-',0.71,False
Q1757103,officiel,officier,l.a.-k.a.-f.o.-',0.85,False
Q202648,arbitre sportif ou arbitre sportive,transporteur,b.a.-l.a.-f.o.-',0.35,True
Q202648,arbitre sportif ou arbitre sportive,transporteur,b.a.-l.a.-f.o.-',0.35,True
Q42973,architecte,archiviste,t.a.-l.a.-f.o.-',0.53,False
Q42973,architecte,archiviste,t.a.-l.a.-f.o.-',0.53,False
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q42973,architecte,archiviste,t.a.-l.a.-f.o.-',0.53,False
Q112598603,data professional,procureur,b.a.-n.a.-f.o.-',0.22,True
Q1779650,ingénieur design,agent de,d.a.-l.a.-f.o.-',0.16,True
Q42973,architecte,archiviste,t.a.-l.a.-f.o.-',0.53,False
Q131062,urbaniste,activiste,b.a.-k.a.-f.o.-',0.37,True
Q2095549,aviateur ou aviatrice,médiateur,m.a.-s.a.-f.o.-',0.45,False
Q635734,archiviste,archiviste,t.a.-l.a.-f.o.-',1.0,False
Q17132038,paléographe,cartographe,l.a.-t.a.-f.o.-',0.68,False
Q3391743,artiste visuel ou artiste visuelle,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q664283,vitrier,ouvrier,m.a.-l.a.-f.o.-',0.5,False
Q177220,chanteur ou chanteuse,inventeur,d.a.-d.a.-f.o.-',0.43,False
Q81729632,musicien ou musicienne de musique classique,musicien,f.a.-b.a.-f.o.-',0.84,False
Q24841721,chanteur classique,inventeur,d.a.-d.a.-f.o.-',0.3,True
Q106039,chrétien ou chrétienne,musicien,f.a.-b.a.-f.o.-',0.19,True
Q17291399,membre d'équipe de cinéma,agent de,d.a.-l.a.-f.o.-',0.29,True
Q34074720,féministe,activiste,b.a.-k.a.-f.o.-',0.42,False
Q13382981,lugeur,acteur,s.a.-b.a.-f.o.-',0.28,True
Q11631,astronaute,auteur,b.a.-b.a.-f.o.-',0.44,False
Q1476215,défenseur des droits de l'Homme,défendeur,l.a.-n.a.-f.o.-',0.47,False
Q94084,professeur invité,investisseur,t.a.-d.a.-f.o.-',0.47,False
Q4610556,mannequin,manager,l.a.-s.a.-f.o.-',0.32,True
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q201788,historien ou historienne,ouvrier,m.a.-l.a.-f.o.-',0.18,True
Q349843,profession paramédicale,médiateur,m.a.-s.a.-f.o.-',0.19,True
Q213441,magasin,voisin,m.a.-k.a.-f.o.-',0.37,True
Q333634,traducteur ou traductrice,traducteur,t.a.-s.a.-f.o.-',0.96,False
Q333634,traducteur ou traductrice,traducteur,t.a.-s.a.-f.o.-',0.96,False
Q82955,personnalité politique,politicien,s.a.-k.a.-f.o.-',0.51,False
Q1544133,auteur ou autrice de jeux de société,auteur,b.a.-b.a.-f.o.-',0.68,False
Q482980,auteur ou autrice,auteur,b.a.-b.a.-f.o.-',0.92,False
Q5155473,garde malade,agent de,d.a.-l.a.-f.o.-',0.22,True
Q11900058,explorateur ou exploratrice,médiateur,m.a.-s.a.-f.o.-',0.25,True
Q1895303,forestier ou forestière,investisseur,t.a.-d.a.-f.o.-',0.23,True
Q1524582,éleveur,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.64,False
Q1368409,éleveur,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.64,False
Q40348,avocat ou avocate,avocat,n.a.-t.a.-f.o.-',0.95,False
Q36834,compositeur ou compositrice,comptable,b.a.-t.a.-f.o.-',0.45,False
Q3243461,collectionneur ou collectionneuse,fonctionnaire,t.a.-k.a.-f.o.-',0.37,True
Q81096,ingénieur ou ingénieure,inventeur,d.a.-d.a.-f.o.-',0.19,True
Q311396,gardien de prison,agent de,d.a.-l.a.-f.o.-',0.29,True
Q215627,personne,fonctionnaire,t.a.-k.a.-f.o.-',0.18,True
Q1231865,pédagogue,psychologue,s.a.-f.a.-f.o.-',0.44,False
Q918824,aumônier militaire,publicitaire,b.a.-d.a.-f.o.-',0.43,False
Q28107590,artiste de concept,archiviste,t.a.-l.a.-f.o.-',0.25,True
Q28110454,artiste de layout,archiviste,t.a.-l.a.-f.o.-',0.3,True
Q266569,animateur ou animatrice,réformateur,n.a.-k.a.-f.o.-',0.37,True
Q856887,agent de sécurité,agent de,d.a.-l.a.-f.o.-',0.86,False
Q5589126,agent du gouvernement,agent de,d.a.-l.a.-f.o.-',0.78,False
Q483501,artiste,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q17291399,membre d'équipe de cinéma,agent de,d.a.-l.a.-f.o.-',0.29,True
Q214609,matériau,manager,l.a.-s.a.-f.o.-',0.15,True
Q8205328,objet artificiel physique,officier,l.a.-k.a.-f.o.-',0.29,True
Q28877,bien,musicien,f.a.-b.a.-f.o.-',0.31,True
Q16686448,entité artificielle,officier,l.a.-k.a.-f.o.-',0.33,True
Q2424752,produit,producteur,d.a.-b.a.-f.o.-',0.66,False
Q806798,banquier,banquier,d.a.-t.a.-f.o.-',1.0,False
Q11079476,artiste numérique,archiviste,t.a.-l.a.-f.o.-',0.26,True
Q266569,animateur ou animatrice,réformateur,n.a.-k.a.-f.o.-',0.37,True
Q17516936,curleur,travailleur social,f.a.-n.a.-f.o.-',0.25,True
Q114414171,para-athlete,partenaire,m.a.-d.a.-f.o.-',0.33,True
Q3332438,médecin spécialiste,médecin,n.a.-f.a.-f.o.-',0.75,False
Q1402561,chef militaire,publicitaire,b.a.-d.a.-f.o.-',0.47,False
Q1259323,chef de tribu,agent de,d.a.-l.a.-f.o.-',0.41,False
Q5716684,danseur ou danseuse,précurseur,s.a.-n.a.-f.o.-',0.19,True
Q157195,serveur,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.31,True
Q255274,col blanc,ancêtre,t.a.-m.a.-f.o.-',0.14,True
Q1607826,éditeur ou éditrice,éditeur,t.a.-b.a.-f.o.-',0.93,False
Q41546637,wikimédien ou wikimédienne,médiateur,m.a.-s.a.-f.o.-',0.33,True
Q115667419,Wikidata registered user,écologiste,l.a.-f.a.-f.o.-',0.31,True
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q483501,artiste,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q783906,neurologue,psychologue,s.a.-f.a.-f.o.-',0.57,False
Q4531850,endocrinologue,psychologue,s.a.-f.a.-f.o.-',0.58,False
Q108305399,painters and related workers,relation publique,l.a.-b.a.-f.o.-',0.34,True
Q811122,travailleur de la construction,travailleur social,f.a.-n.a.-f.o.-',0.63,False
Q2588761,travailleur qualifié ou travailleuse qualifiée,travailleur social,f.a.-n.a.-f.o.-',0.78,False
Q81096,ingénieur ou ingénieure,inventeur,d.a.-d.a.-f.o.-',0.19,True
Q520549,géologue,psychologue,s.a.-f.a.-f.o.-',0.62,False
Q3422561,recteur d'académie,lecteur,b.a.-s.a.-f.o.-',0.59,False
Q45199,marin,manager,l.a.-s.a.-f.o.-',0.18,True
Q2588761,travailleur qualifié ou travailleuse qualifiée,travailleur social,f.a.-n.a.-f.o.-',0.78,False
Q9603,soufisme,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.16,True
Q17573152,croyant ou croyante,enfant,d.a.-m.a.-f.o.-',0.24,True
Q26726369,lender,vendeur,k.a.-d.a.-f.o.-',0.34,True
Q627325,graphiste,cartographe,l.a.-t.a.-f.o.-',0.34,True
Q2500638,créateur ou créatrice,médiateur,m.a.-s.a.-f.o.-',0.25,True
Q1391083,travailleur qualifié,travailleur social,f.a.-n.a.-f.o.-',0.79,False
Q196721,machiniste,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q327029,mécanicien,technicien,f.a.-d.a.-f.o.-',0.56,False
Q108290568,metal working machine tool setters and operators,mentor,s.a.-d.a.-f.o.-',0.14,True
Q3422561,recteur d'académie,lecteur,b.a.-s.a.-f.o.-',0.59,False
Q191808,religieuse,relation publique,l.a.-b.a.-f.o.-',0.28,True
Q1028181,peintre,ancêtre,t.a.-m.a.-f.o.-',0.27,True
Q47494964,miniaturiste,secouriste,f.a.-l.a.-f.o.-',0.6,False
Q27943370,personnalité du monde de la mode,agent de,d.a.-l.a.-f.o.-',0.29,True
Q13235160,producteur,producteur,d.a.-b.a.-f.o.-',1.0,False
Q1344174,agent artistique,agent de,d.a.-l.a.-f.o.-',0.64,False
Q27943370,personnalité du monde de la mode,agent de,d.a.-l.a.-f.o.-',0.29,True
Q1792450,historien ou historienne de l'art,agent de,d.a.-l.a.-f.o.-',0.18,True
Q27943370,personnalité du monde de la mode,agent de,d.a.-l.a.-f.o.-',0.29,True
Q2393361,maître à danser,ancêtre,t.a.-m.a.-f.o.-',0.21,True
Q43845,personnalité du monde des affaires,fonctionnaire,t.a.-k.a.-f.o.-',0.24,True
Q63755054,entrepreneur en bâtiment,entrepreneur,l.a.-d.a.-f.o.-',0.93,False
Q10694573,artiste textile,archiviste,t.a.-l.a.-f.o.-',0.32,True
Q66035178,travailleur du textile,travailleur social,f.a.-n.a.-f.o.-',0.79,False
Q2588761,travailleur qualifié ou travailleuse qualifiée,travailleur social,f.a.-n.a.-f.o.-',0.78,False
Q2066131,athlète,hôte,f.a.-k.a.-f.o.-',0.23,True
Q3519259,comte,comptable,b.a.-t.a.-f.o.-',0.32,True
Q134737,noblesse,notaire,m.a.-t.a.-f.o.-',0.15,True
Q111608397,practitioner,fonctionnaire,t.a.-k.a.-f.o.-',0.22,True
Q13418253,philologue,psychologue,s.a.-f.a.-f.o.-',0.46,False
Q1607826,éditeur ou éditrice,éditeur,t.a.-b.a.-f.o.-',0.93,False
Q639669,musicien ou musicienne,musicien,f.a.-b.a.-f.o.-',0.98,False
Q6606110,industriel,ouvrier,m.a.-l.a.-f.o.-',0.14,True
Q15709480,biologiste computationnel ou biologiste computationnelle,écologiste,l.a.-f.a.-f.o.-',0.54,False
Q82594,informaticien ou informaticienne,informaticien,s.a.-t.a.-f.o.-',0.99,False
Q3332438,médecin spécialiste,médecin,n.a.-f.a.-f.o.-',0.75,False
Q864503,biologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q215536,commerçant,comptable,b.a.-t.a.-f.o.-',0.25,True
Q17307272,artiste de cirque,archiviste,t.a.-l.a.-f.o.-',0.25,True
Q9352089,espion ou espionne,fonctionnaire,t.a.-k.a.-f.o.-',0.19,True
Q2045208,célébrité d'internet,inventeur,d.a.-d.a.-f.o.-',0.17,True
Q1900657,marketeur ou marketeuse,acteur,s.a.-b.a.-f.o.-',0.23,True
Q5,être humain,ancêtre,t.a.-m.a.-f.o.-',0.52,False
Q731997,promagistrat,procureur,b.a.-n.a.-f.o.-',0.2,True
Q3391743,artiste visuel ou artiste visuelle,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q713200,artiste interprète,archiviste,t.a.-l.a.-f.o.-',0.33,True
Q27214348,inspecteur,inspecteur,d.a.-k.a.-f.o.-',1.0,False
Q1278335,instrumentiste,activiste,b.a.-k.a.-f.o.-',0.25,True
Q1650915,chercheur ou chercheuse,archiviste,t.a.-l.a.-f.o.-',0.17,True
Q2732142,statisticien ou statisticienne,politicien,s.a.-k.a.-f.o.-',0.44,False
Q112598603,data professional,procureur,b.a.-n.a.-f.o.-',0.22,True
Q942569,analyste,journaliste,n.a.-b.a.-f.o.-',0.24,True
Q4793045,combat arm,comptable,b.a.-t.a.-f.o.-',0.24,True
Q57735705,personnalité liée au droit,journaliste,n.a.-b.a.-f.o.-',0.19,True
Q12737077,activité,activiste,b.a.-k.a.-f.o.-',0.74,False
Q12797895,occultiste,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.28,True
Q1423891,ministre du culte,adulte,n.a.-s.a.-f.o.-',0.38,True
Q831474,prêtre chrétien,ancêtre,t.a.-m.a.-f.o.-',0.43,False
Q4164871,fonction,fonctionnaire,t.a.-k.a.-f.o.-',0.67,False
Q1638918,ordinaire,partenaire,m.a.-d.a.-f.o.-',0.5,False
Q112074151,head of a diocese,officier,l.a.-k.a.-f.o.-',0.17,True
Q352507,pasteur,acteur,s.a.-b.a.-f.o.-',0.3,True
Q3589178,Épiscope,époux,s.a.-m.a.-f.o.-',0.29,True
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q170790,mathématicien ou mathématicienne,informaticien,s.a.-t.a.-f.o.-',0.62,False
Q5352191,technicien ou technicienne,technicien,f.a.-d.a.-f.o.-',0.99,False
Q54128,domestique,relation publique,l.a.-b.a.-f.o.-',0.31,True
Q864503,biologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q593644,chimiste,archiviste,t.a.-l.a.-f.o.-',0.43,False
Q17136179,scientifique interdisciplinaire,partenaire,m.a.-d.a.-f.o.-',0.29,True
Q327055,travailleur ou travailleuse,travailleur social,f.a.-n.a.-f.o.-',0.8,False
Q108290816,professions élémentaires non classées ailleurs,travailleur social,f.a.-n.a.-f.o.-',0.31,True
Q212980,psychologue,psychologue,s.a.-f.a.-f.o.-',1.0,False
Q39631,médecin,médecin,n.a.-f.a.-f.o.-',1.0,False
Q5716684,danseur ou danseuse,précurseur,s.a.-n.a.-f.o.-',0.19,True
Q338754,contrôle,consultant,f.a.-s.a.-f.o.-',0.26,True
Q29017603,maîtrise,manager,l.a.-s.a.-f.o.-',0.17,True
Q1783823,coordination,relation publique,l.a.-b.a.-f.o.-',0.44,False
Q18576582,métallurgiste,écologiste,l.a.-f.a.-f.o.-',0.43,False
Q1281618,sculpteur ou sculptrice,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.25,True
Q838566,forgeron ou forgeronne,manager,l.a.-s.a.-f.o.-',0.13,True
Q12031226,fondeur ou fondeuse,fondateur,t.a.-t.a.-f.o.-',0.46,False
Q1683295,peinture japonaise,partenaire,m.a.-d.a.-f.o.-',0.18,True
Q1142000,Peinture de lettrés,agent de,d.a.-l.a.-f.o.-',0.34,True
Q1281618,sculpteur ou sculptrice,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.25,True
Q107560891,religious artist,relation publique,l.a.-b.a.-f.o.-',0.19,True
Q12737077,activité,activiste,b.a.-k.a.-f.o.-',0.74,False
Q19358049,refus,relation publique,l.a.-b.a.-f.o.-',0.16,True
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q864503,biologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q10404150,acousticien ou acousticienne,politicien,s.a.-k.a.-f.o.-',0.47,False
Q437512,tisserand,investisseur,t.a.-d.a.-f.o.-',0.42,False
Q12713481,ouvrier,ouvrier,m.a.-l.a.-f.o.-',1.0,False
Q17765219,administrateur colonial ou administratrice coloniale,écologiste,l.a.-f.a.-f.o.-',0.24,True
Q4164871,fonction,fonctionnaire,t.a.-k.a.-f.o.-',0.67,False
Q82955,personnalité politique,politicien,s.a.-k.a.-f.o.-',0.51,False
Q5322166,designer,agent de,d.a.-l.a.-f.o.-',0.18,True
Q1231865,pédagogue,psychologue,s.a.-f.a.-f.o.-',0.44,False
Q12737077,activité,activiste,b.a.-k.a.-f.o.-',0.74,False
Q28640,profession,procureur,b.a.-n.a.-f.o.-',0.24,True
Q11424604,géoscientifique,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q5352191,technicien ou technicienne,technicien,f.a.-d.a.-f.o.-',0.99,False
Q215627,personne,fonctionnaire,t.a.-k.a.-f.o.-',0.18,True
Q1190554,occurrence,entrepreneur,l.a.-d.a.-f.o.-',0.14,True
Q639669,musicien ou musicienne,musicien,f.a.-b.a.-f.o.-',0.98,False
Q329439,graveur ou graveuse sur métal,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.2,True
Q2066131,athlète,hôte,f.a.-k.a.-f.o.-',0.23,True
Q18536342,joueur professionnel ou joueuse professionnelle,joueur,m.a.-b.a.-f.o.-',0.75,False
Q2066131,athlète,hôte,f.a.-k.a.-f.o.-',0.23,True
Q18536342,joueur professionnel ou joueuse professionnelle,joueur,m.a.-b.a.-f.o.-',0.75,False
Q852061,champion,relation publique,l.a.-b.a.-f.o.-',0.27,True
Q2500638,créateur ou créatrice,médiateur,m.a.-s.a.-f.o.-',0.25,True
Q43229,organisation,relation publique,l.a.-b.a.-f.o.-',0.46,False
Q27939,chant,enfant,d.a.-m.a.-f.o.-',0.34,True
Q2462658,manager,manager,l.a.-s.a.-f.o.-',1.0,False
Q2066131,athlète,hôte,f.a.-k.a.-f.o.-',0.23,True
Q621613,chasseur de primes,investisseur,t.a.-d.a.-f.o.-',0.35,True
Q561457,transporteur,transporteur,b.a.-l.a.-f.o.-',1.0,False
Q19398863,vocational driver,avocat,n.a.-t.a.-f.o.-',0.4,False
Q128124,ingénieur du son,inventeur,d.a.-d.a.-f.o.-',0.16,True
Q978044,cadre dirigeant ou cadre dirigeante,enfant,d.a.-m.a.-f.o.-',0.13,True
Q107100767,dirigeant de société,agent de,d.a.-l.a.-f.o.-',0.27,True
Q2350126,répétiteur vocal,éditeur,t.a.-b.a.-f.o.-',0.38,True
Q7063944,cheminot,notaire,m.a.-t.a.-f.o.-',0.26,True
Q11668201,station staff,relation publique,l.a.-b.a.-f.o.-',0.43,False
Q228422,Contrôleur des transports,transporteur,b.a.-l.a.-f.o.-',0.74,False
Q7063944,cheminot,notaire,m.a.-t.a.-f.o.-',0.26,True
Q5121444,officier de renseignement,officier,l.a.-k.a.-f.o.-',0.68,False
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q193391,diplomate,diplomate,k.a.-s.a.-f.o.-',1.0,False
Q5322166,designer,agent de,d.a.-l.a.-f.o.-',0.18,True
Q22811707,décorateur,médiateur,m.a.-s.a.-f.o.-',0.32,True
Q706364,directeur ou directrice artistique,lecteur,b.a.-s.a.-f.o.-',0.37,True
Q1414443,cinéaste,activiste,b.a.-k.a.-f.o.-',0.2,True
Q2419397,thérapeute,auteur,b.a.-b.a.-f.o.-',0.2,True
Q55071047,auxiliaire de santé,notaire,m.a.-t.a.-f.o.-',0.29,True
Q29881694,thérapeute alternatif,adulte,n.a.-s.a.-f.o.-',0.16,True
Q40821,chirurgie,archiviste,t.a.-l.a.-f.o.-',0.21,True
Q1221899,gynécologie,écologiste,l.a.-f.a.-f.o.-',0.7,False
Q121998,ambassadeur ou ambassadrice,vendeur,k.a.-d.a.-f.o.-',0.24,True
Q116182667,diplomate attaché à un territoire,diplomate,k.a.-s.a.-f.o.-',0.86,False
Q3267878,lutherie,ouvrier,m.a.-l.a.-f.o.-',0.23,True
Q154773,yechiva,archiviste,t.a.-l.a.-f.o.-',0.28,True
Q2238884,accompagnateur professionnel,producteur,d.a.-b.a.-f.o.-',0.24,True
Q26481809,dirigeant sportif,transporteur,b.a.-l.a.-f.o.-',0.36,True
Q1818899,colon,écologiste,l.a.-f.a.-f.o.-',0.27,True
Q22813352,voyageur ou voyageuse,pourvoyeur,k.a.-f.a.-f.o.-',0.15,True
Q12547146,immigrant,enfant,d.a.-m.a.-f.o.-',0.22,True
Q846570,Américains,amant/e,b.a.-m.a.-f.o.-',0.17,True
Q937283,pionnier,fonctionnaire,t.a.-k.a.-f.o.-',0.24,True
Q40348,avocat ou avocate,avocat,n.a.-t.a.-f.o.-',0.95,False
Q43455,ethnologie,écologiste,l.a.-f.a.-f.o.-',0.48,False
Q11124885,pratiquant d'arts martiaux,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.29,True
Q13219447,journaliste sportif ou journaliste sportive,journaliste,n.a.-b.a.-f.o.-',0.89,False
Q1642960,polémiste,activiste,b.a.-k.a.-f.o.-',0.32,True
Q947873,animateur ou animatrice de télévision,réformateur,n.a.-k.a.-f.o.-',0.29,True
Q1371925,speaker,spectateur,k.a.-b.a.-f.o.-',0.34,True
Q50995749,personnalité liée au sport,transporteur,b.a.-l.a.-f.o.-',0.29,True
Q2101758,commissaire de police,policier,n.a.-l.a.-f.o.-',0.46,False
Q294414,fonction publique,relation publique,l.a.-b.a.-f.o.-',0.63,False
Q11974939,professionnel ou professionnelle de la santé,procureur,b.a.-n.a.-f.o.-',0.21,True
Q1468920,charlatanisme,pharmacien,t.a.-f.a.-f.o.-',0.12,True
Q2518689,guérisseur,investisseur,t.a.-d.a.-f.o.-',0.51,False
Q15253558,militant ou militante,consultant,f.a.-s.a.-f.o.-',0.24,True
Q783794,compagnie,comptable,b.a.-t.a.-f.o.-',0.5,False
Q6881511,entreprise,entrepreneur,l.a.-d.a.-f.o.-',0.67,False
Q169470,physicien ou physicienne,musicien,f.a.-b.a.-f.o.-',0.62,False
Q2994387,conseiller ou conseillère,consultant,f.a.-s.a.-f.o.-',0.35,True
Q1294787,artisan,archiviste,t.a.-l.a.-f.o.-',0.12,True
Q108290615,"bakers, pastry-cooks and confectionery makers",fonctionnaire,t.a.-k.a.-f.o.-',0.25,True
Q17279032,charge élective,lecteur,b.a.-s.a.-f.o.-',0.26,True
Q24229398,agent,agent de,d.a.-l.a.-f.o.-',0.89,False
Q122745795,counseling psychologist,psychologue,s.a.-f.a.-f.o.-',0.67,False
Q15978655,consultant ou consultante,consultant,f.a.-s.a.-f.o.-',0.98,False
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q182436,bibliothécaire,notaire,m.a.-t.a.-f.o.-',0.43,False
Q17135920,expert interdisciplinaire d'une région géographique,cartographe,l.a.-t.a.-f.o.-',0.31,True
Q201788,historien ou historienne,ouvrier,m.a.-l.a.-f.o.-',0.18,True
Q11063,astronome,assureur,f.a.-t.a.-f.o.-',0.24,True
Q2374149,botaniste,activiste,b.a.-k.a.-f.o.-',0.33,True
Q186360,infirmière ou infirmier,infirmier / soignant,b.a.-f.a.-f.o.-',0.69,False
Q5184855,membre d'équipage,mere,f.a.-m.a.-f.o.-',0.25,True
Q12964993,ingénieur des transports,transporteur,b.a.-l.a.-f.o.-',0.84,False
Q752129,astrophysicien ou astrophysicienne,musicien,f.a.-b.a.-f.o.-',0.58,False
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q901,scientifique,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q14290559,guide,guide spirituel,n.a.-n.a.-f.o.-',0.57,False
Q102039658,évêque catholique romain,relation publique,l.a.-b.a.-f.o.-',0.38,True
Q1144278,évêque diocésain,relation publique,l.a.-b.a.-f.o.-',0.21,True
Q1638918,ordinaire,partenaire,m.a.-d.a.-f.o.-',0.5,False
Q2374149,botaniste,activiste,b.a.-k.a.-f.o.-',0.33,True
Q16037036,paléobiologiste,écologiste,l.a.-f.a.-f.o.-',0.76,False
Q17573152,croyant ou croyante,enfant,d.a.-m.a.-f.o.-',0.24,True
Q1468920,charlatanisme,pharmacien,t.a.-f.a.-f.o.-',0.12,True
Q15253558,militant ou militante,consultant,f.a.-s.a.-f.o.-',0.24,True
Q15319501,chercheur ou chercheuse en sciences sociales,travailleur social,f.a.-n.a.-f.o.-',0.4,False
Q82955,personnalité politique,politicien,s.a.-k.a.-f.o.-',0.51,False
Q15401884,chercheur médical,médiateur,m.a.-s.a.-f.o.-',0.51,False
Q1650915,chercheur ou chercheuse,archiviste,t.a.-l.a.-f.o.-',0.17,True
Q1706722,enseignant-chercheur ou enseignante-chercheuse,enseignant,d.a.-f.a.-f.o.-',0.93,False
Q1914017,travailleur ou travailleuse de la connaissance,travailleur social,f.a.-n.a.-f.o.-',0.75,False
Q4164871,fonction,fonctionnaire,t.a.-k.a.-f.o.-',0.67,False
Q3250324,adjoint,adulte,n.a.-s.a.-f.o.-',0.17,True
Q27830328,conseiller régional,consultant,f.a.-s.a.-f.o.-',0.28,True
Q66387537,prédicateur à la télévision,médiateur,m.a.-s.a.-f.o.-',0.25,True
Q19280221,gastro-entérologue,psychologue,s.a.-f.a.-f.o.-',0.6,False
Q55071047,auxiliaire de santé,notaire,m.a.-t.a.-f.o.-',0.29,True
Q3332438,médecin spécialiste,médecin,n.a.-f.a.-f.o.-',0.75,False
Q774306,chirurgien ou chirurgienne,musicien,f.a.-b.a.-f.o.-',0.19,True
Q774306,chirurgien ou chirurgienne,musicien,f.a.-b.a.-f.o.-',0.19,True
Q774306,chirurgien ou chirurgienne,musicien,f.a.-b.a.-f.o.-',0.19,True
Q4991371,soldat,avocat,n.a.-t.a.-f.o.-',0.16,True
Q715222,dame de compagnie,comptable,b.a.-t.a.-f.o.-',0.41,False
Q4773904,anthropologue,psychologue,s.a.-f.a.-f.o.-',0.56,False
Q19829999,culturologue,psychologue,s.a.-f.a.-f.o.-',0.5,False
Q3332438,médecin spécialiste,médecin,n.a.-f.a.-f.o.-',0.75,False
Q327029,mécanicien,technicien,f.a.-d.a.-f.o.-',0.56,False
Q378622,pilote,philosophe,s.a.-s.a.-f.o.-',0.16,True
Q45787133,motard,notaire,m.a.-t.a.-f.o.-',0.26,True
Q19828933,équilibriste,secouriste,f.a.-l.a.-f.o.-',0.45,False
Q177220,chanteur ou chanteuse,inventeur,d.a.-d.a.-f.o.-',0.43,False
Q10873124,joueur ou joueuse d'échecs,joueur,m.a.-b.a.-f.o.-',0.95,False
Q174834,autorité,auteur,b.a.-b.a.-f.o.-',0.41,False
Q294414,fonction publique,relation publique,l.a.-b.a.-f.o.-',0.63,False
Q10547393,personnalité politique locale,politicien,s.a.-k.a.-f.o.-',0.49,False
Q17279032,charge élective,lecteur,b.a.-s.a.-f.o.-',0.26,True
Q2285706,chef de gouvernement,agent de,d.a.-l.a.-f.o.-',0.46,False
Q116783387,head of a city,citoyen,k.a.-k.a.-f.o.-',0.35,True
Q3320963,moniteur-éducateur ou monitrice-éducatrice,éditeur,t.a.-b.a.-f.o.-',0.35,True
Q4270517,skieur ou skieuse,ouvrier,m.a.-l.a.-f.o.-',0.2,True
Q41583,entraîneur sportif,entrepreneur,l.a.-d.a.-f.o.-',0.4,False
Q685433,vendeur ou vendeuse,vendeur,k.a.-d.a.-f.o.-',0.96,False
Q10384029,trafiquant de drogue,psychologue,s.a.-f.a.-f.o.-',0.29,True
Q23754015,manufacturier du textile,ouvrier,m.a.-l.a.-f.o.-',0.31,True
Q1294787,artisan,archiviste,t.a.-l.a.-f.o.-',0.12,True
Q66035178,travailleur du textile,travailleur social,f.a.-n.a.-f.o.-',0.79,False
Q1125062,rebelle,bénévole,m.a.-n.a.-f.o.-',0.11,True
Q5322166,designer,agent de,d.a.-l.a.-f.o.-',0.18,True
Q1114448,cartooniste,cartographe,l.a.-t.a.-f.o.-',0.47,False
Q1930187,journaliste,journaliste,n.a.-b.a.-f.o.-',1.0,False
Q29645880,ambassadeur d'un pays,vendeur,k.a.-d.a.-f.o.-',0.34,True
Q28389,scénariste,secouriste,f.a.-l.a.-f.o.-',0.52,False
