Terme_Wikidata,ID_Wikidata,Match_1_IEML,Score_1,Match_2_IEML,Score_2,Match_3_IEML,Score_3
évêque protestant,Q102040941,consultant,0.2745,procureur,0.1662,producteur,0.1658
industrie du sport,Q4438117,transporteur,0.4006,ouvrier,0.073,guerrier,0.0675
torero,Q549322,mentor,0.2633,guerrier,0.0,juré,0.0
subordinate,Q78070424,diplomate,0.2929,hôte,0.115,adulte,0.0893
cadreur,Q1208175,assureur,0.3648,procureur,0.3475,acteur,0.1048
audiovisual technician,Q93922873,technicien,0.7574,étudiant,0.0945,auteur,0.0642
non-consultant hospital doctor,Q7048877,consultant,0.8213,mentor,0.1461,enfant,0.0765
auteur ou autrice culinaire,Q11500768,auteur,0.7679,partenaire,0.2248,fonctionnaire,0.1937
éditeur ou éditrice,Q1607826,éditeur,0.9304,médiateur,0.1344,acteur,0.0931
responsable,Q1251441,comptable,0.4035,consultant,0.0672,transporteur,0.0644
vendeur ou vendeuse,Q685433,vendeur,0.9634,défendeur,0.4247,inventeur,0.0783
substance chimique,Q79529,relation publique,0.3069,ancêtre,0.0816,archiviste,0.0702
peintre de vases grec,Q18714098,agent de,0.2883,ancêtre,0.207,entrepreneur,0.1946
illustrateur ou illustratrice,Q644687,médiateur,0.215,fondateur,0.2129,traducteur,0.2028
graphiste,Q627325,cartographe,0.3433,activiste,0.2407,archiviste,0.2184
aristocrate,Q2478141,secouriste,0.2673,archiviste,0.1806,diplomate,0.1732
parasitologue,Q12773412,psychologue,0.5312,partenaire,0.1585,écologiste,0.132
zoologiste des invertébrés,Q108614246,écologiste,0.669,inventeur,0.2485,investisseur,0.1943
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
soldat,Q4991371,avocat,0.1563,fondateur,0.145,acteurs sociaux,0.0818
haut fonctionnaire ou haute fonctionnaire,Q599151,fonctionnaire,0.9719,partenaire,0.2101,notaire,0.1539
guerrier,Q1250916,guerrier,1.0,ouvrier,0.2301,policier,0.0845
activité,Q12737077,activiste,0.7447,acteur,0.2396,acteurs sociaux,0.1239
comte palatin,Q22932,comptable,0.21,relation publique,0.1534,partenaire,0.0742
Mwami,Q931938,familier,0.2276,traducteur,0.0,spectateur,0.0
organisation criminelle,Q1788992,relation publique,0.4168,fonctionnaire,0.1394,bénévole,0.0574
historien ou historienne,Q201788,ouvrier,0.1787,musicien,0.1431,mentor,0.1408
amateur,Q455595,réformateur,0.4011,amant/e,0.2473,médiateur,0.2429
militant ou militante pour les droits des femmes,Q28692502,consultant,0.216,familier,0.2109,pourvoyeur,0.1739
militant pour le droit de vote,Q106758751,pourvoyeur,0.2451,consultant,0.1957,agent de,0.195
arbitre sportif ou arbitre sportive,Q202648,transporteur,0.3527,ancêtre,0.1699,archiviste,0.0635
avironneur,Q26270618,entrepreneur,0.2785,avocat,0.1092,acteur,0.0897
fabricant d'instrument à vent,Q1625427,client,0.269,agent de,0.2661,mentor,0.1932
plucked string instrument maker,Q1734493,mentor,0.2426,inspecteur,0.2072,client,0.1846
infectiologue,Q11494960,psychologue,0.5051,écologiste,0.1255,fonctionnaire,0.1157
occurrence,Q1190554,entrepreneur,0.1395,procureur,0.1257,précurseur,0.1145
carcinologiste,Q16868721,écologiste,0.6811,archiviste,0.205,activiste,0.1747
entomologiste,Q3055126,écologiste,0.6932,activiste,0.1778,archiviste,0.1613
paléozoologiste,Q88106580,écologiste,0.7627,activiste,0.1957,archiviste,0.1775
professionnel des médias,Q15980804,médiateur,0.5037,médecin,0.1538,procureur,0.1387
compétiteur,Q5165152,éditeur,0.3814,comptable,0.3737,acteur,0.1636
personnalité de l'audiovisuel,Q44508716,agent de,0.201,guide spirituel,0.1681,journaliste,0.1517
candidate ou candidat,Q618536,fondateur,0.1814,aidant,0.119,syndiqué,0.0958
comtesse consort,Q27703203,consultant,0.3793,comptable,0.2148,transporteur,0.0545
médecin,Q39631,médecin,1.0,médiateur,0.146,voisin,0.0457
aviateur ou aviatrice,Q2095549,médiateur,0.4488,fondateur,0.1878,spectateur,0.1769
conducteur de véhicule,Q23640580,traducteur,0.4545,producteur,0.4501,acteur,0.2714
cheminot,Q7063944,notaire,0.2618,traducteur,0.0,spectateur,0.0
ichtyologiste,Q4205432,écologiste,0.7881,activiste,0.2022,archiviste,0.1834
paléontologue,Q1662561,psychologue,0.5701,écologiste,0.1417,mentor,0.0725
chauffeur-livreur,Q2961574,assureur,0.409,procureur,0.3896,acteur,0.147
mammalogiste,Q16831394,écologiste,0.6854,activiste,0.2147,archiviste,0.1948
mouvement social,Q49773,travailleur social,0.4927,acteurs sociaux,0.3178,mentor,0.1598
engine driver,Q48961201,enfant,0.1833,enseignant,0.1368,entrepreneur,0.1222
pseudo-scientifique,Q22082749,relation publique,0.276,client,0.1785,musicien,0.1205
weather forecaster,Q110858578,ouvrier,0.1146,policier,0.1142,manager,0.1106
réalisateur ou réalisatrice,Q2526255,journaliste,0.2604,réformateur,0.2349,médiateur,0.1585
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
illustrateur ou illustratrice scientifique,Q19507792,relation publique,0.2035,médiateur,0.1593,fondateur,0.1578
courtier,Q160117,secouriste,0.2502,ouvrier,0.1633,policier,0.1627
agent artistique,Q1344174,agent de,0.6383,relation publique,0.1981,client,0.1137
enseignant ou enseignante du secondaire,Q5758653,enseignant,0.915,infirmier / soignant,0.2495,secrétaire,0.1202
court rank,Q19631939,secouriste,0.2626,transporteur,0.0896,comptable,0.0804
arts administrator,Q26903663,mentor,0.2953,archiviste,0.1228,adulte,0.0998
érudit,Q20826540,éditeur,0.1939,étudiant,0.1608,traducteur,0.0
zoologiste des invertébrés,Q108614246,écologiste,0.669,inventeur,0.2485,investisseur,0.1943
vendeur ou vendeuse,Q685433,vendeur,0.9634,défendeur,0.4247,inventeur,0.0783
parémiologue,Q23072521,psychologue,0.5496,partenaire,0.164,écologiste,0.1366
zoologiste des invertébrés,Q108614246,écologiste,0.669,inventeur,0.2485,investisseur,0.1943
créateur ou créatrice,Q2500638,médiateur,0.2514,fondateur,0.249,spectateur,0.2344
profession,Q28640,procureur,0.2381,producteur,0.2375,relation publique,0.1975
illustrateur ou illustratrice,Q644687,médiateur,0.215,fondateur,0.2129,traducteur,0.2028
personnalité du monde de la mode,Q27943370,agent de,0.2857,journaliste,0.1356,fonctionnaire,0.1242
philosophie,Q5891,philosophe,0.8714,pharmacien,0.035,guerrier,0.0
ingénieur matériaux,Q21002332,acteurs sociaux,0.3794,réformateur,0.0953,inventeur,0.0915
métallurgiste,Q18576582,écologiste,0.4253,activiste,0.2577,archiviste,0.2338
chasseur ou chasseresse,Q1714828,investisseur,0.3365,précurseur,0.1429,assureur,0.1378
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
pratiquant d'arts martiaux,Q11124885,acteurs sociaux,0.2885,enfant,0.1102,aidant,0.1091
hacker,Q1487,ouvrier,0.1706,policier,0.17,manager,0.1647
chasseur ou chasseresse,Q1714828,investisseur,0.3365,précurseur,0.1429,assureur,0.1378
dresseur,Q8011071,investisseur,0.46,précurseur,0.2595,acteur,0.0859
éleveur,Q1368409,cultivateur / éleveur,0.6431,acteur,0.0537,auteur,0.0463
tisserand,Q437512,investisseur,0.4224,transporteur,0.0723,guerrier,0.0
chef religieux,Q15995642,relation publique,0.2441,époux,0.1249,acteurs sociaux,0.0792
enseignant-chercheur ou enseignante-chercheuse,Q1706722,enseignant,0.9263,infirmier / soignant,0.2333,enfant,0.0695
professeur,Q121594,investisseur,0.3897,précurseur,0.2714,procureur,0.2329
professeur ou professeure d'université,Q1622272,investisseur,0.3578,procureur,0.2553,précurseur,0.2326
blogueur ou blogueuse,Q8246794,psychologue,0.3816,joueur,0.2399,guerrier,0.0704
personnalité du monde de la mode,Q27943370,agent de,0.2857,journaliste,0.1356,fonctionnaire,0.1242
spécialiste de la littérature,Q17167049,journaliste,0.4271,activiste,0.182,agent de,0.1804
artilleur,Q4070283,travailleur social,0.4482,acteur,0.0628,archiviste,0.0611
service class people,Q1995643,client,0.1433,assureur,0.1244,bénévole,0.0956
philosophe,Q4964182,philosophe,1.0,cartographe,0.0902,pharmacien,0.0333
chef ou cheffe d'entreprise,Q2961975,entrepreneur,0.5717,ouvrier,0.0683,secouriste,0.0561
media executive,Q108800680,mere,0.1832,mentor,0.139,médiateur,0.1276
conservateur ou conservatrice de musée,Q674426,consultant,0.3592,innovateur,0.2162,cultivateur / éleveur,0.1659
jardinier,Q758780,ouvrier,0.3027,policier,0.3016,officier,0.2891
cadre dirigeant ou cadre dirigeante,Q978044,enfant,0.1253,aidant,0.124,diplomate,0.1182
joueur de pelote basque,Q19746576,joueur,0.7931,agent de,0.1756,journaliste,0.1313
arts administrator,Q26903663,mentor,0.2953,archiviste,0.1228,adulte,0.0998
metteur ou metteuse en scène,Q3387717,acteur,0.2228,mere,0.206,auteur,0.1921
auteur ou autrice de non-fiction,Q15980158,auteur,0.7176,fonctionnaire,0.1634,relation publique,0.1513
poète ou poétesse,Q49757,policier,0.1566,politicien,0.1356,pourvoyeur,0.1289
design,Q82604,agent de,0.2004,enseignant,0.1266,infirmier / soignant,0.0972
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
membre d'équipe de cinéma,Q17291399,agent de,0.2883,mere,0.169,citoyen,0.0902
animateur ou animatrice,Q266569,réformateur,0.3718,médiateur,0.1988,fondateur,0.1969
animateur ou animatrice,Q266569,réformateur,0.3718,médiateur,0.1988,fondateur,0.1969
responsable d'effets spéciaux,Q21560152,acteurs sociaux,0.3756,comptable,0.2801,époux,0.0571
chorégraphe,Q2490358,cartographe,0.6007,philosophe,0.1381,psychologue,0.0523
coordinateur des cascades,Q2833480,médiateur,0.2948,fondateur,0.292,spectateur,0.2749
manager,Q2462658,manager,1.0,agent de,0.0548,amant/e,0.0485
personne trans,Q189125,transporteur,0.5167,traducteur,0.1649,travailleur social,0.1139
travailleur ou travailleuse du sexe,Q852857,travailleur social,0.7965,traducteur,0.1145,transporteur,0.0958
coaching,Q1104185,archiviste,0.1525,comptable,0.1268,consultant,0.1232
étudiant ou étudiante,Q48282,étudiant,0.9707,enfant,0.0641,aidant,0.0635
psychiatre,Q211346,psychologue,0.4569,ancêtre,0.1517,médiateur,0.0663
pédiatre,Q1919436,médiateur,0.4857,ancêtre,0.1959,éditeur,0.0812
entraîneur sportif,Q41583,entrepreneur,0.4025,transporteur,0.3451,spectateur,0.0793
orgue,Q1444,psychologue,0.3026,guerrier,0.1184,relation publique,0.0815
sets of open flutes with internal duct without fingerholes,Q55738684,journaliste,0.153,traducteur,0.151,producteur,0.1495
sets of oboes with conical bore,Q55738864,consultant,0.212,secrétaire,0.1013,officier,0.0895
instrument de musique à vent à clavier,Q11712894,agent de,0.3131,musicien,0.2534,client,0.2288
religieuse,Q191808,relation publique,0.276,guerrier,0.0,législateur,0.0
religieux catholique,Q2566598,relation publique,0.4601,psychologue,0.0841,avocat,0.0639
architecte,Q42973,archiviste,0.5309,lecteur,0.1686,inspecteur,0.1309
designer,Q5322166,agent de,0.179,infirmier / soignant,0.1351,enseignant,0.1131
"architects, planners, surveyors and designers",Q108289383,archiviste,0.4101,acteurs sociaux,0.0818,éditeur,0.0605
pratiquant d'arts martiaux,Q11124885,acteurs sociaux,0.2885,enfant,0.1102,aidant,0.1091
artisan,Q1294787,archiviste,0.1227,investisseur,0.1106,partenaire,0.1022
peinture,Q3305213,assureur,0.1747,procureur,0.1664,père,0.1415
miniature art,Q6575414,partenaire,0.1317,médiateur,0.1189,archiviste,0.1016
speculative/fantastic fiction author,Q108710667,relation publique,0.2484,spectateur,0.2296,fonctionnaire,0.1807
actionnaire,Q381136,fonctionnaire,0.727,partenaire,0.2464,activiste,0.2312
administrateur,Q16532929,médiateur,0.309,fondateur,0.3061,spectateur,0.2882
fonction,Q4164871,fonctionnaire,0.671,relation publique,0.197,fondateur,0.1348
Auxiliaire de justice,Q2135588,notaire,0.2568,agent de,0.2215,secrétaire,0.2041
administrateur,Q16532929,médiateur,0.309,fondateur,0.3061,spectateur,0.2882
government official,Q8985067,officier,0.5965,travailleur social,0.2001,mentor,0.148
administration publique,Q31728,relation publique,0.8032,publicitaire,0.2643,fonctionnaire,0.0814
philologue,Q13418253,psychologue,0.4626,philosophe,0.3848,écologiste,0.115
safety officer,Q1391346,officier,0.7352,ouvrier,0.0378,policier,0.0377
fire protection engineer,Q56039812,fonctionnaire,0.3069,relation publique,0.2173,procureur,0.1349
artiste visuel ou artiste visuelle,Q3391743,archiviste,0.3556,activiste,0.3172,secouriste,0.2301
peintre muraliste,Q3374326,journaliste,0.4753,activiste,0.2025,archiviste,0.1837
ouvrier,Q12713481,ouvrier,1.0,guerrier,0.2301,policier,0.0913
monteur d'acier,Q15980591,inventeur,0.3348,policier,0.2851,officier,0.2733
botaniste,Q2374149,activiste,0.3339,archiviste,0.3029,secouriste,0.3015
horticulteur,Q3140857,cultivateur / éleveur,0.2649,adulte,0.2571,acteur,0.1853
cascadeur ou cascadeuse,Q465501,vendeur,0.3235,défendeur,0.2694,cartographe,0.1134
consultant ou consultante,Q15978655,consultant,0.9775,enfant,0.056,aidant,0.0554
security consultant,Q28344461,consultant,0.9095,secouriste,0.131,secrétaire,0.0948
activités de fabrication,Q187939,activiste,0.4984,relation publique,0.2721,acteur,0.1603
scientifique des sols,Q12370538,relation publique,0.2774,client,0.1794,agent de,0.1324
médecin spécialiste,Q3332438,médecin,0.754,journaliste,0.3311,activiste,0.1411
immunologiste,Q12119633,écologiste,0.7881,activiste,0.2022,archiviste,0.1834
écrivain ou écrivaine,Q36180,écologiste,0.1108,travailleur social,0.0853,cultivateur / éleveur,0.0847
chasseur ou chasseresse,Q1714828,investisseur,0.3365,précurseur,0.1429,assureur,0.1378
pêcheur ou pêcheuse,Q331432,ouvrier,0.1983,acteur,0.1682,cultivateur / éleveur,0.1472
chasseur ou chasseresse,Q1714828,investisseur,0.3365,précurseur,0.1429,assureur,0.1378
marin,Q45199,manager,0.1838,voisin,0.1443,témoin,0.1443
architecte,Q42973,archiviste,0.5309,lecteur,0.1686,inspecteur,0.1309
professionnel ou professionnelle de la santé,Q11974939,procureur,0.2055,producteur,0.205,fonctionnaire,0.1898
capitaine de navire,Q849424,publicitaire,0.293,agent de,0.2688,notaire,0.2167
enseignant ou enseignante,Q37226,enseignant,0.9771,infirmier / soignant,0.2664,enfant,0.0992
pédagogie,Q7922,écologiste,0.2052,législateur,0.0,diplomate,0.0
animateur ou animatrice,Q266569,réformateur,0.3718,médiateur,0.1988,fondateur,0.1969
col blanc,Q255274,ancêtre,0.1428,écologiste,0.1218,comptable,0.102
receveur des finances,Q1139055,cultivateur / éleveur,0.3491,agent de,0.0841,ancêtre,0.0745
prêtre catholique,Q250867,relation publique,0.321,ancêtre,0.296,psychologue,0.0789
frère,Q548320,frère/socur,0.5188,père,0.2488,mere,0.0503
moine ou moniale,Q733786,témoin,0.3236,ouvrier,0.1036,bénévole,0.0758
partisan,Q7140620,partenaire,0.4596,investisseur,0.0712,cartographe,0.059
militant ou militante politique,Q11499147,politicien,0.3756,consultant,0.1885,familier,0.1841
membre de parti politique,Q11388835,politicien,0.457,partenaire,0.2518,policier,0.2374
antisioniste,Q120286705,activiste,0.2791,archiviste,0.2532,secouriste,0.252
anti-capitalist,Q120324952,journaliste,0.3807,ancêtre,0.0845,publicitaire,0.0675
extrémiste de gauche,Q121092921,activiste,0.2918,agent de,0.2894,archiviste,0.2648
général,Q83460,bénévole,0.1549,travailleur social,0.1117,guerrier,0.0
corps des ingénieurs de l'armement,Q3151043,agent de,0.3756,acteurs sociaux,0.2255,mentor,0.1647
cannibalisme,Q44595,journaliste,0.2906,cartographe,0.0923,guerrier,0.0
crime,Q83267,guerrier,0.0,traducteur,0.0,spectateur,0.0
responsable événementiel,Q1419997,comptable,0.3403,mentor,0.1934,consultant,0.0567
militant ou militante,Q15253558,consultant,0.2383,familier,0.2326,enfant,0.0938
médecin spécialiste,Q3332438,médecin,0.754,journaliste,0.3311,activiste,0.1411
prêtre,Q42603,ancêtre,0.519,procureur,0.0673,producteur,0.0672
artiste visuel ou artiste visuelle,Q3391743,archiviste,0.3556,activiste,0.3172,secouriste,0.2301
membre d'équipe de cinéma,Q17291399,agent de,0.2883,mere,0.169,citoyen,0.0902
peintre,Q1028181,ancêtre,0.2667,entrepreneur,0.2507,mere,0.0778
policier ou policière,Q384593,policier,0.9261,politicien,0.3633,officier,0.2039
dirigeant ou dirigeante,Q25713832,enfant,0.1501,aidant,0.1486,diplomate,0.1416
médecin spécialiste,Q3332438,médecin,0.754,journaliste,0.3311,activiste,0.1411
courtier,Q160117,secouriste,0.2502,ouvrier,0.1633,policier,0.1627
plongeur,Q1866686,acteur,0.1682,diplomate,0.1671,cultivateur / éleveur,0.1472
arbitre sportif ou arbitre sportive,Q202648,transporteur,0.3527,ancêtre,0.1699,archiviste,0.0635
officiel d'un match de football,Q38088701,officier,0.7071,agent de,0.1683,informaticien,0.0922
officiel,Q1757103,officier,0.8486,policier,0.1006,musicien,0.0978
arbitre sportif ou arbitre sportive,Q202648,transporteur,0.3527,ancêtre,0.1699,archiviste,0.0635
arbitre sportif ou arbitre sportive,Q202648,transporteur,0.3527,ancêtre,0.1699,archiviste,0.0635
architecte,Q42973,archiviste,0.5309,lecteur,0.1686,inspecteur,0.1309
architecte,Q42973,archiviste,0.5309,lecteur,0.1686,inspecteur,0.1309
fonctionnaire,Q212238,fonctionnaire,1.0,partenaire,0.2162,notaire,0.1584
architecte,Q42973,archiviste,0.5309,lecteur,0.1686,inspecteur,0.1309
data professional,Q112598603,procureur,0.2182,producteur,0.2176,fondateur,0.0959
ingénieur design,Q1779650,agent de,0.1576,inventeur,0.1566,inspecteur,0.1506
architecte,Q42973,archiviste,0.5309,lecteur,0.1686,inspecteur,0.1309
urbaniste,Q131062,activiste,0.3698,archiviste,0.3355,secouriste,0.3339
aviateur ou aviatrice,Q2095549,médiateur,0.4488,fondateur,0.1878,spectateur,0.1769
archiviste,Q635734,archiviste,1.0,activiste,0.3964,secouriste,0.1449
paléographe,Q17132038,cartographe,0.6801,philosophe,0.1241,partenaire,0.0523
artiste visuel ou artiste visuelle,Q3391743,archiviste,0.3556,activiste,0.3172,secouriste,0.2301
vitrier,Q664283,ouvrier,0.4986,guerrier,0.4615,policier,0.1831
chanteur ou chanteuse,Q177220,inventeur,0.4251,acteur,0.1658,auteur,0.143
musicien ou musicienne de musique classique,Q81729632,musicien,0.843,relation publique,0.164,politicien,0.1636
chanteur classique,Q24841721,inventeur,0.2993,relation publique,0.2543,acteur,0.1477
chrétien ou chrétienne,Q106039,musicien,0.1859,politicien,0.1657,technicien,0.1599
membre d'équipe de cinéma,Q17291399,agent de,0.2883,mere,0.169,citoyen,0.0902
féministe,Q34074720,activiste,0.4206,archiviste,0.3816,secouriste,0.3798
lugeur,Q13382981,acteur,0.2759,cultivateur / éleveur,0.2414,auteur,0.2378
astronaute,Q11631,auteur,0.4389,assureur,0.1128,hôte,0.0756
défenseur des droits de l'Homme,Q1476215,défendeur,0.4674,agent de,0.2277,précurseur,0.14
professeur invité,Q94084,investisseur,0.473,précurseur,0.2418,procureur,0.2075
mannequin,Q4610556,manager,0.3207,banquier,0.1061,amant/e,0.094
fonctionnaire,Q212238,fonctionnaire,1.0,partenaire,0.2162,notaire,0.1584
historien ou historienne,Q201788,ouvrier,0.1787,musicien,0.1431,mentor,0.1408
profession paramédicale,Q349843,médiateur,0.1885,partenaire,0.1803,procureur,0.159
magasin,Q213441,voisin,0.3682,manager,0.1251,témoin,0.0983
traducteur ou traductrice,Q333634,traducteur,0.9583,producteur,0.3083,transporteur,0.1432
traducteur ou traductrice,Q333634,traducteur,0.9583,producteur,0.3083,transporteur,0.1432
personnalité politique,Q82955,politicien,0.5083,policier,0.2419,relation publique,0.1787
auteur ou autrice de jeux de société,Q1544133,auteur,0.6802,agent de,0.2517,acteurs sociaux,0.1941
auteur ou autrice,Q482980,auteur,0.9201,acteur,0.116,lecteur,0.0955
garde malade,Q5155473,agent de,0.2178,guide spirituel,0.1346,manager,0.1159
explorateur ou exploratrice,Q11900058,médiateur,0.2514,fondateur,0.249,spectateur,0.2344
forestier ou forestière,Q1895303,investisseur,0.2308,père,0.1649,ouvrier,0.1273
éleveur,Q1524582,cultivateur / éleveur,0.6431,acteur,0.0537,auteur,0.0463
éleveur,Q1368409,cultivateur / éleveur,0.6431,acteur,0.0537,auteur,0.0463
avocat ou avocate,Q40348,avocat,0.9493,diplomate,0.0554,ouvrier,0.0341
compositeur ou compositrice,Q36834,comptable,0.447,éditeur,0.228,acteur,0.0978
collectionneur ou collectionneuse,Q3243461,fonctionnaire,0.3723,lecteur,0.2245,entrepreneur,0.1059
ingénieur ou ingénieure,Q81096,inventeur,0.1874,inspecteur,0.1802,innovateur,0.1759
gardien de prison,Q311396,agent de,0.2863,musicien,0.1504,politicien,0.134
personne,Q215627,fonctionnaire,0.1774,guerrier,0.0,traducteur,0.0
pédagogue,Q1231865,psychologue,0.4409,guerrier,0.0813,relation publique,0.0559
aumônier militaire,Q918824,publicitaire,0.4253,notaire,0.3774,secrétaire,0.3
artiste de concept,Q28107590,archiviste,0.2535,activiste,0.2161,agent de,0.2143
artiste de layout,Q28110454,archiviste,0.3024,activiste,0.2577,agent de,0.2555
animateur ou animatrice,Q266569,réformateur,0.3718,médiateur,0.1988,fondateur,0.1969
agent de sécurité,Q856887,agent de,0.8611,précurseur,0.1319,client,0.1213
agent du gouvernement,Q5589126,agent de,0.7779,client,0.2356,mentor,0.19
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
membre d'équipe de cinéma,Q17291399,agent de,0.2883,mere,0.169,citoyen,0.0902
matériau,Q214609,manager,0.1463,acteurs sociaux,0.1123,réformateur,0.0938
objet artificiel physique,Q8205328,officier,0.2911,relation publique,0.2426,policier,0.103
bien,Q28877,musicien,0.313,politicien,0.279,technicien,0.2692
entité artificielle,Q16686448,officier,0.3343,entrepreneur,0.1309,policier,0.1182
produit,Q2424752,producteur,0.6563,procureur,0.188,précurseur,0.0519
banquier,Q806798,banquier,1.0,ouvrier,0.083,policier,0.0827
artiste numérique,Q11079476,archiviste,0.264,relation publique,0.2618,activiste,0.225
animateur ou animatrice,Q266569,réformateur,0.3718,médiateur,0.1988,fondateur,0.1969
curleur,Q17516936,travailleur social,0.246,cultivateur / éleveur,0.1486,procureur,0.1299
para-athlete,Q114414171,partenaire,0.3318,hôte,0.0858,adulte,0.0667
médecin spécialiste,Q3332438,médecin,0.754,journaliste,0.3311,activiste,0.1411
chef militaire,Q1402561,publicitaire,0.465,notaire,0.4127,secrétaire,0.328
chef de tribu,Q1259323,agent de,0.4079,traducteur,0.0882,guide spirituel,0.0743
danseur ou danseuse,Q5716684,précurseur,0.1886,investisseur,0.1699,aidant,0.1262
serveur,Q157195,cultivateur / éleveur,0.312,acteur,0.1009,auteur,0.0869
col blanc,Q255274,ancêtre,0.1428,écologiste,0.1218,comptable,0.102
éditeur ou éditrice,Q1607826,éditeur,0.9304,médiateur,0.1344,acteur,0.0931
wikimédien ou wikimédienne,Q41546637,médiateur,0.3338,musicien,0.1383,politicien,0.1233
Wikidata registered user,Q115667419,écologiste,0.3136,activiste,0.1337,archiviste,0.1213
directeur ou directrice,Q1162163,lecteur,0.4729,inspecteur,0.3673,acteur,0.2853
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
neurologue,Q783906,psychologue,0.5659,écologiste,0.1407,entrepreneur,0.1101
endocrinologue,Q4531850,psychologue,0.5797,écologiste,0.1441,vendeur,0.0627
painters and related workers,Q108305399,relation publique,0.3385,législateur,0.1139,acteurs sociaux,0.0892
travailleur de la construction,Q811122,travailleur social,0.6331,consultant,0.1745,fonctionnaire,0.1419
travailleur qualifié ou travailleuse qualifiée,Q2588761,travailleur social,0.7801,traducteur,0.1122,transporteur,0.0938
ingénieur ou ingénieure,Q81096,inventeur,0.1874,inspecteur,0.1802,innovateur,0.1759
géologue,Q520549,psychologue,0.619,écologiste,0.1539,guerrier,0.0579
recteur d'académie,Q3422561,lecteur,0.5915,inspecteur,0.4594,acteur,0.4043
marin,Q45199,manager,0.1838,voisin,0.1443,témoin,0.1443
travailleur qualifié ou travailleuse qualifiée,Q2588761,travailleur social,0.7801,traducteur,0.1122,transporteur,0.0938
soufisme,Q9603,acteurs sociaux,0.1583,travailleur social,0.1348,infirmier / soignant,0.1345
croyant ou croyante,Q17573152,enfant,0.2356,aidant,0.2332,étudiant,0.1948
lender,Q26726369,vendeur,0.3368,défendeur,0.2805,lecteur,0.1481
graphiste,Q627325,cartographe,0.3433,activiste,0.2407,archiviste,0.2184
créateur ou créatrice,Q2500638,médiateur,0.2514,fondateur,0.249,spectateur,0.2344
travailleur qualifié,Q1391083,travailleur social,0.7884,traducteur,0.1184,transporteur,0.099
machiniste,Q196721,archiviste,0.3599,activiste,0.3067,secouriste,0.277
mécanicien,Q327029,technicien,0.5621,musicien,0.4096,politicien,0.3651
metal working machine tool setters and operators,Q108290568,mentor,0.1415,acteurs sociaux,0.1086,mere,0.0849
recteur d'académie,Q3422561,lecteur,0.5915,inspecteur,0.4594,acteur,0.4043
religieuse,Q191808,relation publique,0.276,guerrier,0.0,législateur,0.0
peintre,Q1028181,ancêtre,0.2667,entrepreneur,0.2507,mere,0.0778
miniaturiste,Q47494964,secouriste,0.5998,activiste,0.2407,archiviste,0.2184
personnalité du monde de la mode,Q27943370,agent de,0.2857,journaliste,0.1356,fonctionnaire,0.1242
producteur,Q13235160,producteur,1.0,traducteur,0.4194,acteur,0.2505
agent artistique,Q1344174,agent de,0.6383,relation publique,0.1981,client,0.1137
personnalité du monde de la mode,Q27943370,agent de,0.2857,journaliste,0.1356,fonctionnaire,0.1242
historien ou historienne de l'art,Q1792450,agent de,0.1832,ouvrier,0.1591,musicien,0.1274
personnalité du monde de la mode,Q27943370,agent de,0.2857,journaliste,0.1356,fonctionnaire,0.1242
maître à danser,Q2393361,ancêtre,0.2126,manager,0.136,aidant,0.1046
personnalité du monde des affaires,Q43845,fonctionnaire,0.2398,journaliste,0.1648,agent de,0.1413
entrepreneur en bâtiment,Q63755054,entrepreneur,0.9296,mentor,0.1366,client,0.1111
artiste textile,Q10694573,archiviste,0.3205,activiste,0.2732,secouriste,0.2467
travailleur du textile,Q66035178,travailleur social,0.7907,traducteur,0.1187,transporteur,0.0993
travailleur qualifié ou travailleuse qualifiée,Q2588761,travailleur social,0.7801,traducteur,0.1122,transporteur,0.0938
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
comte,Q3519259,comptable,0.3208,consultant,0.0919,hôte,0.0879
noblesse,Q134737,notaire,0.1511,comptable,0.1187,investisseur,0.1075
practitioner,Q111608397,fonctionnaire,0.2201,activiste,0.2166,relation publique,0.1483
philologue,Q13418253,psychologue,0.4626,philosophe,0.3848,écologiste,0.115
éditeur ou éditrice,Q1607826,éditeur,0.9304,médiateur,0.1344,acteur,0.0931
musicien ou musicienne,Q639669,musicien,0.9799,politicien,0.2255,technicien,0.2176
industriel,Q6606110,ouvrier,0.1357,guerrier,0.1256,guide spirituel,0.1089
biologiste computationnel ou biologiste computationnelle,Q15709480,écologiste,0.5446,comptable,0.2313,fonctionnaire,0.1758
informaticien ou informaticienne,Q82594,informaticien,0.9882,réformateur,0.2947,politicien,0.2734
médecin spécialiste,Q3332438,médecin,0.754,journaliste,0.3311,activiste,0.1411
biologiste,Q864503,écologiste,0.7881,activiste,0.2022,archiviste,0.1834
commerçant,Q215536,comptable,0.2522,consultant,0.2022,enfant,0.1789
